rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
82,Calandrinia,250.0,5.204712867736816,264.0040588378906,0.1358309388160705,52.0,0.0,186.0,43.0,73.0,29.0,,Plantae,0.14,0.4418131002612997,0.5247007383997385,0.009617693,0.07731551,0.06058655,0.20900559835215796,0.21805988055647765,1,Low (<30%),Elliott Chaparral,Mission Trails
83,Chroicocephalus philadelphia,162.0,1.9323352575302124,70.79306030273438,0.0554745718836784,23.0,36.5,172.0,44.5,71.0,27.0,Bonaparte's Gull,Aves,0.18,0.18021666763560842,0.21434957430909143,0.25506255,0.27446976,0.13907258,0.20719518956953772,0.05094398160141629,0,Low (<30%),Elliott Chaparral,Mission Trails
84,Oedaleonotus pinctus,171.0,6.960934400558472,87.58545684814453,0.16269032657146448,52.0,0.0,178.5,44.0,72.5,27.5,,Insecta,0.15333333333333332,0.1520006887660455,0.1983147548367988,0.18307163,0.37591052,0.17697746,0.20660139688644877,0.08483419077891496,0,Low (<30%),Elliott Chaparral,Mission Trails
85,Xanthorioideae,172.0,8.809990882873535,223.58692932128903,0.1352858394384384,52.0,0.0,197.0,45.0,71.0,25.0,,Fungi,0.37333333333333335,0.26798975222708427,0.333932272881989,0.028060284,0.21844068,0.01611818,0.2063124172761607,0.15236907394345472,0,Low (<30%),Elliott Chaparral,Mission Trails
86,Aristida adscensionis,214.0,11.985184669494627,210.75588989257807,0.1341702491044998,52.0,0.0,183.0,43.0,73.0,28.0,sixweeks three-awn,Plantae,0.16,0.3150321029000494,0.4927855171250335,0.0138610015,0.09861194,0.14236386,0.20377573768686993,0.17246413879474515,0,Low (<30%),Elliott Chaparral,Mission Trails
87,Anser cygnoides domesticus,164.0,3.546592712402344,218.4135284423828,0.1290193349123001,23.0,46.0,172.0,43.0,68.0,26.0,Domestic Swan Goose,Aves,0.08666666666666667,0.08664349937775731,0.13752338147520807,0.39871815,0.46488082,0.037785947,0.20203641123357544,0.18195424650342193,0,Low (<30%),Elliott Chaparral,Mission Trails
88,Hydrellia,210.0,6.680997848510742,228.20822143554688,0.12316441163420669,52.0,0.0,176.0,43.0,73.0,28.0,,Insecta,0.19,0.28254474740907237,0.43387705142703525,0.024006573,0.15528385,0.12541406,0.2018543807162039,0.14151166788950717,0,Low (<30%),Elliott Chaparral,Mission Trails
89,Trirhabda,176.5,7.26290225982666,205.28143310546875,0.124481625854969,52.0,0.0,186.0,45.0,73.0,27.0,,Insecta,0.16333333333333333,0.2555024991053261,0.21623490202162293,0.030939838,0.033893224,0.5059711,0.20097914505569936,0.1757691037804676,1,Low (<30%),Elliott Chaparral,Mission Trails
90,Pectinatinae,217.0,11.250164985656738,324.4690856933594,0.1643585413694381,21.0,13.0,186.0,45.0,72.0,27.0,,Fungi,0.24,0.22312579427814555,0.3288986295948877,0.028862888,0.24925496,0.124335386,0.19907960909449493,0.10600346415888658,0,Low (<30%),Elliott Chaparral,Mission Trails
91,Nannopterum auritum,162.0,2.157597780227661,158.35952758789062,0.1227598115801811,22.0,0.0,168.0,41.0,71.0,26.0,Double-crested Cormorant,Aves,0.07333333333333333,0.07689892921031878,0.09871817932152421,0.033971403,0.41929293,0.47792965,0.19669073719747368,0.19712452515934809,0,Low (<30%),Elliott Chaparral,Mission Trails
92,Chironomidae,162.5,4.410042762756348,227.34654235839844,0.12836176156997675,23.0,11.0,172.0,43.5,73.0,27.0,Non-biting Midges,Insecta,0.15666666666666668,0.11096874548275028,0.19255401207474945,0.05725852,0.35480794,0.2934028,0.19427644643807881,0.11200709000429485,0,Low (<30%),Elliott Chaparral,Mission Trails
93,Oligotomidae,207.0,6.0157259702682495,302.29075622558594,0.11852082237601275,52.0,0.0,171.0,44.0,73.5,27.5,,Insecta,0.20333333333333334,0.1746147055771938,0.3717101145702455,0.027915418,0.32398182,0.052835304,0.19239844957598126,0.13887780914377792,0,Low (<30%),Elliott Chaparral,Mission Trails
94,Crocanthemum scoparium vulgare,179.0,6.846409797668457,285.6435241699219,0.1334965229034423,52.0,0.0,187.0,41.0,73.0,29.0,,Plantae,0.23666666666666666,0.3585975787003908,0.4997684020035852,0.0019289064,0.029819474,0.025412057,0.19203218066867792,0.20719668628407548,0,Low (<30%),Elliott Chaparral,Mission Trails
95,Copestylum apiciferum,209.5,12.858307361602783,281.6664123535156,0.1520867943763733,52.0,0.0,208.5,45.5,72.0,26.0,,Insecta,0.2966666666666667,0.24505722622893955,0.3805509924248083,0.009806136,0.17552523,0.029153861,0.18946001920745595,0.14782952018552944,0,Low (<30%),Elliott Chaparral,Mission Trails
96,Digrammia pallidata,339.0,4.507548809051514,78.15064239501953,0.1243643015623092,52.0,0.0,301.0,45.0,71.0,28.0,,Insecta,0.14666666666666667,0.298139150503295,0.24375551202275184,0.037224267,0.11830388,0.23867951,0.1804614982169197,0.09671200953816322,0,Low (<30%),Elliott Chaparral,Mission Trails
97,Ascomycota,151.5,10.28733777999878,181.10623931884766,0.1367825344204902,52.0,0.0,186.0,45.0,72.0,25.0,Ascomycete Fungi,Fungi,0.17,0.1386988050019341,0.15812403110422274,0.20750195,0.09430587,0.30222842,0.17847651297932457,0.07114780122303746,0,Low (<30%),Elliott Chaparral,Mission Trails
98,Zenaida macroura,162.0,5.204863548278809,162.01686096191406,0.1477174758911132,52.0,0.0,168.0,43.0,72.0,27.0,Mourning Dove,Aves,0.056666666666666664,0.05428417946464081,0.06624653104586922,0.151923,0.39574566,0.3266288,0.17524914117192192,0.15010297957539112,0,Low (<30%),Elliott Chaparral,Mission Trails
99,Ambrosia acanthicarpa,206.0,5.576276302337647,201.6396026611328,0.1200173944234848,52.0,0.0,170.0,44.0,73.0,29.0,Flatspine Bursage,Plantae,0.14333333333333334,0.15846308281384408,0.33690025062724255,0.028479487,0.28283933,0.08477987,0.17246589250320662,0.11720636593165094,0,Low (<30%),Elliott Chaparral,Mission Trails
100,Deirochelyinae,162.0,3.308034658432007,201.6283721923828,0.1207803040742874,21.0,0.0,172.0,43.0,70.0,26.0,Deirochelyine Turtles,Reptilia,0.1,0.07882627881318546,0.12025671681934645,0.13589182,0.52792645,0.06560389,0.1714175258542502,0.1765492797503125,1,Low (<30%),Elliott Chaparral,Mission Trails
101,Leucophora,176.0,6.3769402503967285,240.74447631835935,0.1207472681999206,22.0,35.0,186.0,45.0,74.0,26.0,,Insecta,0.2833333333333333,0.39012023902986137,0.29942088309463766,0.0068730447,0.03234639,0.008493724,0.17009793576261334,0.17302616476159638,0,Low (<30%),Elliott Chaparral,Mission Trails
102,Trachycarpeae,162.0,2.4797067642211914,110.8690414428711,0.1536093950271606,37.5,16.0,170.0,45.0,70.5,26.0,,Plantae,0.22,0.1705730722858441,0.1997193517064724,0.09079605,0.31218752,0.026224744,0.1699167906044193,0.10054392855639595,0,Low (<30%),Elliott Chaparral,Mission Trails
103,Sorghum bicolor,162.0,4.755940437316895,54.22397232055664,0.1541122049093246,22.0,1.0,168.0,43.0,72.0,26.0,Sorghums,Plantae,0.06,0.06937881261871337,0.06496177410558339,0.10971863,0.3350319,0.37648356,0.16926244523167866,0.1461227015007288,0,Low (<30%),Elliott Chaparral,Mission Trails
104,Pandion haliaetus carolinensis,163.0,5.081707715988159,139.6459503173828,0.16211798042058945,22.0,0.0,172.0,45.0,72.0,26.5,American Osprey,Aves,0.06333333333333334,0.07485438165158516,0.10329267232831488,0.05651411,0.20523115,0.5043577,0.16793055638887264,0.17364906435695424,1,Low (<30%),Elliott Chaparral,Mission Trails
105,Eucalyptus camaldulensis,162.0,2.83066463470459,143.74302673339844,0.1323080956935882,37.0,0.0,169.0,41.0,73.0,26.0,River Red Gum,Plantae,0.15333333333333332,0.13854321096469366,0.1141934454355226,0.01748426,0.17922199,0.39081106,0.16559788234658582,0.12358723658972487,0,Low (<30%),Elliott Chaparral,Mission Trails
106,Platypedia,193.5,9.474104166030884,157.20974731445312,0.13133012503385538,36.5,2.0,151.0,42.0,73.5,28.5,Wing-tapping Cicadas,Insecta,0.15,0.2214985715197354,0.2072101111277858,0.04723936,0.13830987,0.22775573,0.16533560561490968,0.06887135696080422,0,Low (<30%),Elliott Chaparral,Mission Trails
107,Spirobolidea,153.0,6.464860916137695,229.96368408203125,0.1406744718551635,52.0,0.0,172.0,43.0,72.0,27.0,,Animalia,0.03,0.034304607557721994,0.08344940291533684,0.2756458,0.29593664,0.26769623,0.16450544643971096,0.12797556808504346,0,Low (<30%),Elliott Chaparral,Mission Trails
108,Pentatomidae,162.0,5.654902935028076,125.40731048583984,0.1205490157008171,52.0,0.0,168.0,45.0,72.0,25.0,Stink Bugs,Insecta,0.15333333333333332,0.1586441583703995,0.13358930399755362,0.02385383,0.2033311,0.31243724,0.1641981598502234,0.09411539219910306,0,Low (<30%),Elliott Chaparral,Mission Trails
109,Hemipenthes,163.0,8.569501876831055,218.43017578125,0.1470809131860733,52.0,0.0,152.0,45.0,72.0,26.0,,Insecta,0.09333333333333334,0.10934181544238791,0.12024863787756378,0.06498577,0.13087822,0.46464273,0.1639050853274274,0.14911897664319895,0,Low (<30%),Elliott Chaparral,Mission Trails
110,Nomadopsis,156.5,2.803232431411743,95.93123626708984,0.12671218067407605,21.5,15.0,224.5,44.0,72.5,28.0,,Insecta,0.12666666666666668,0.07169261269425142,0.10376865533019068,0.19329761,0.43080536,0.05508431,0.1635525350267353,0.13960452717685143,0,Low (<30%),Elliott Chaparral,Mission Trails
111,Agelaius,162.0,1.4413074254989624,67.21333312988281,0.1125017777085304,22.0,31.0,168.0,43.0,72.0,26.0,Agelaius Blackbirds,Aves,0.08,0.07355798550554539,0.09221537071900329,0.0656036,0.35675448,0.30563238,0.1622939699334323,0.13211146926390124,0,Low (<30%),Elliott Chaparral,Mission Trails
112,Platylyra californica,161.5,8.437695503234863,263.0460510253906,0.13576288521289825,52.0,0.0,178.5,45.5,72.0,23.0,California Chaparral Katydid,Insecta,0.09666666666666666,0.11634464030208873,0.12598314828014015,0.14097334,0.13716012,0.35656056,0.16228141336155985,0.09650134225434925,0,Low (<30%),Elliott Chaparral,Mission Trails
113,Tephritini,174.5,3.7032963633537292,267.4725036621094,0.09511270001530645,22.5,25.5,168.0,44.0,73.5,27.0,,Insecta,0.11666666666666667,0.07739217876385508,0.12947267521862044,0.07225804,0.115504324,0.4609175,0.1620352313393267,0.1482152181769812,0,Low (<30%),Elliott Chaparral,Mission Trails
114,Dendromecon rigida,221.0,9.856758952140808,219.06805419921875,0.14587735384702682,21.0,4.5,178.0,44.5,73.5,27.0,Bush Poppy,Plantae,0.22,0.20475712606479327,0.3494347722190972,0.011270669,0.14710644,0.035283178,0.16130869742317855,0.12595189599598589,0,Low (<30%),Elliott Chaparral,Mission Trails
115,Ophioninae,161.5,3.481330990791321,231.6926040649414,0.10781443864107125,23.0,63.0,198.5,50.5,71.5,25.0,Short-tailed Ichneumonid Wasps,Insecta,0.2966666666666667,0.29222297418224186,0.2727499572823558,0.007187616,0.08591739,0.011413791,0.16102639938519814,0.14126899423849482,0,Low (<30%),Elliott Chaparral,Mission Trails
116,Mimoschinia rufofascialis,160.5,9.395138502120972,23.02462387084961,0.14642100036144257,52.0,0.0,154.0,45.5,72.5,25.5,Rufous-banded Crambid Moth,Insecta,0.18666666666666668,0.25292188628719026,0.22127834783184253,0.038571764,0.12838385,0.12417095,0.1586655768675829,0.07761192998465906,0,Low (<30%),Elliott Chaparral,Mission Trails
117,Anser anser × cygnoides,164.0,3.4330644607543945,149.2584991455078,0.1261581033468246,23.0,56.0,172.0,43.0,68.0,26.0,Greylag × Swan Goose,Aves,0.07333333333333333,0.07330307830024382,0.10992106385963143,0.26547074,0.4041017,0.024569195,0.1584498521711853,0.1459946367886752,0,Low (<30%),Elliott Chaparral,Mission Trails
118,Solanum nigrum,160.0,4.087420105934144,218.42847442626953,0.1429016441106796,52.0,0.0,152.0,45.0,73.0,26.5,Black Nightshade Complex,Plantae,0.1,0.18662987330270256,0.0940199083601708,0.011982514,0.036445558,0.51483196,0.15731830225448673,0.18531053397548633,1,Low (<30%),Elliott Chaparral,Mission Trails
119,Polyphylla,215.0,4.960617065429688,41.75374603271485,0.1487232744693756,23.0,45.0,209.0,45.0,72.0,28.0,Lined June Beetles,Insecta,0.23333333333333334,0.22237376295185968,0.36495381418326717,0.01507791,0.08195763,0.024965389,0.15711030672799564,0.1389615758134666,0,Low (<30%),Elliott Chaparral,Mission Trails
120,Eristalinus taeniops,173.0,3.54707932472229,229.94683837890625,0.1251674443483352,22.0,16.0,172.0,45.0,73.0,26.0,Stripe-eyed Lagoon Fly,Insecta,0.07666666666666666,0.08023541918383037,0.1476065581675558,0.030828062,0.10183673,0.5031319,0.156717561007122,0.17389862418319085,1,Low (<30%),Elliott Chaparral,Mission Trails
121,Argyrotaenia,218.0,7.789595603942871,304.9989624023437,0.1281976848840713,23.0,7.0,197.0,45.0,72.0,27.0,,Insecta,0.22,0.20998015800534922,0.32517283836216554,0.0059607807,0.10805813,0.04881576,0.1529979450036338,0.1198948571528996,0,Low (<30%),Elliott Chaparral,Mission Trails
122,Cathartes aura,163.0,3.546592712402344,147.88296508789062,0.1302260011434555,23.0,0.0,168.0,41.0,72.0,26.0,Turkey Vulture,Aves,0.056666666666666664,0.06556934501985688,0.06640593543209071,0.01959541,0.2265873,0.4757937,0.15176972380250264,0.1742534485016308,0,Low (<30%),Elliott Chaparral,Mission Trails
123,Searsia lancea,168.5,2.6921781301498413,224.42317962646484,0.09976396709680549,23.0,53.5,193.5,42.5,73.0,31.0,african sumac,Plantae,0.23666666666666666,0.24991547576285034,0.2506235996481704,0.009340951,0.15043308,0.012384379,0.15156069183128726,0.11517631899526352,0,Low (<30%),Elliott Chaparral,Mission Trails
124,Apoidea,170.0,7.067336559295654,82.02860260009766,0.1339284181594848,52.0,0.0,166.0,45.0,72.0,25.0,Bees and Apoid Wasps,Insecta,0.14,0.1516969086025543,0.1571382035639848,0.029397856,0.09125477,0.33861744,0.15135086390080307,0.10364873721764423,0,Low (<30%),Elliott Chaparral,Mission Trails
125,Anser anser domesticus,162.0,0.0,-0.0,0.1172128394246101,47.0,0.0,172.0,42.0,71.0,28.0,Domestic Greylag Goose,Aves,0.09333333333333334,0.08932684706710646,0.11090596901571054,0.14208482,0.41974077,0.04146469,0.149476071313451,0.13639771506791226,0,Low (<30%),Elliott Chaparral,Mission Trails
126,Copestylum satur,164.0,2.7963359355926514,127.44474792480469,0.16691058501601214,73.5,0.0,148.5,43.0,72.5,27.5,Spotted-wing Bromeliad Fly,Insecta,0.06666666666666667,0.093206834687771,0.11663698433626513,0.14281563,0.27271563,0.20322932,0.1492118452459358,0.07645047165990976,0,Low (<30%),Elliott Chaparral,Mission Trails
127,Machilinus,244.5,7.227057695388794,82.03661346435547,0.1300544328987598,22.0,26.0,249.0,45.0,72.0,27.5,,Insecta,0.07666666666666666,0.03655162916418391,0.14877480068747398,0.043725383,0.44506678,0.13859303,0.14822971531050186,0.15278732020389774,0,Low (<30%),Elliott Chaparral,Mission Trails
128,Rhantus gutticollis,176.0,7.14730167388916,112.78551483154295,0.1210316494107246,52.0,0.0,127.0,45.0,72.0,25.0,,Insecta,0.12666666666666668,0.13248042872565088,0.15020807693236915,0.036658697,0.16996646,0.27121812,0.14786640824683994,0.07584570285384179,0,Low (<30%),Elliott Chaparral,Mission Trails
129,Anthidiellum notatum robertsoni,199.0,7.9383018016815186,67.21048164367676,0.13553250208497045,52.0,0.0,208.5,44.0,73.0,30.5,California Rotund-Resin Bee,Insecta,0.17,0.21319191220337078,0.3534386334134681,0.016665079,0.10572938,0.02588991,0.14748581897230506,0.12718802780966731,0,Low (<30%),Elliott Chaparral,Mission Trails
130,Spergularia bocconei,233.5,5.476260185241699,121.41024780273438,0.12511164322495455,52.0,0.0,178.0,44.0,73.0,27.5,Greek Sea-spurrey,Plantae,0.2,0.18665105405976976,0.3721052393109608,0.012836813,0.10060436,0.009038938,0.14687273456022257,0.1372873250846391,0,Low (<30%),Elliott Chaparral,Mission Trails
131,Persicaria amphibia,168.5,5.202779293060303,237.76898193359372,0.1487300395965576,22.5,46.5,172.0,44.0,73.5,29.0,water smartweed,Plantae,0.16666666666666666,0.12374785261999222,0.21861658467500633,0.027158987,0.281928,0.054929752,0.14550797424597853,0.09704368446715295,0,Low (<30%),Elliott Chaparral,Mission Trails
132,Erythraeinae,196.5,9.392062425613403,145.34253311157227,0.12564044073224065,36.5,0.5,181.5,48.0,71.0,25.0,,Arachnida,0.18666666666666668,0.09782506344678675,0.27051451057597126,0.046969622,0.24496469,0.019433359,0.14439565179392166,0.10496014681159592,0,Low (<30%),Elliott Chaparral,Mission Trails
133,Kickxia,165.0,7.801550388336182,125.0132827758789,0.1773976236581802,22.0,10.0,172.0,43.0,73.0,30.0,Cancerworts,Plantae,0.11666666666666667,0.1516985512070297,0.13814897960206843,0.046099134,0.28670284,0.119936466,0.1432087731671091,0.07920175660039559,0,Low (<30%),Elliott Chaparral,Mission Trails
134,Metacyrba taeniola,199.0,8.071355819702148,138.2524871826172,0.1293859332799911,52.0,0.0,178.0,44.0,73.0,29.0,Ribbon Jumping Spider,Arachnida,0.17333333333333334,0.16881538792947032,0.34769179246639814,0.014178476,0.114592634,0.040115293,0.14312115288039828,0.11955953622787871,0,Low (<30%),Elliott Chaparral,Mission Trails
135,Eucalypteae,168.0,3.788595199584961,149.2576446533203,0.1344148963689804,52.0,0.0,172.0,42.0,73.0,26.0,gum trees,Plantae,0.1,0.11122714894101175,0.1333693757640715,0.024031041,0.11713805,0.3655699,0.14188925098952174,0.11602040314713666,0,Low (<30%),Elliott Chaparral,Mission Trails
136,Amaranthus,176.0,7.569931268692017,319.635009765625,0.12902935966849322,22.0,31.5,175.0,43.5,73.5,29.0,amaranths,Plantae,0.16333333333333333,0.1215136731482071,0.19254394758035112,0.02249485,0.16335107,0.18264663,0.1409805851329608,0.06294879486326593,0,Low (<30%),Elliott Chaparral,Mission Trails
137,Lestes congener,199.0,2.974116563796997,177.3506317138672,0.18161018192768094,21.0,1.0,252.0,42.0,72.0,28.5,Spotted Spreadwing,Insecta,0.11666666666666667,0.07402711544478444,0.23045306121256823,0.12171789,0.16710733,0.13194364,0.14031928462947638,0.05331408477861155,0,Low (<30%),Elliott Chaparral,Mission Trails
138,Osmiini,126.0,7.918829441070557,261.0464172363281,0.1357023566961288,52.0,0.0,186.0,45.0,71.5,25.0,,Insecta,0.30333333333333334,0.23001548603540764,0.24393617854114627,0.01139714,0.042133566,0.0044851257,0.13921680494267472,0.13420911295109988,0,Low (<30%),Elliott Chaparral,Mission Trails
139,Galium angustifolium angustifolium,153.0,12.53364610671997,265.149658203125,0.15063191205263135,52.0,0.0,186.0,43.0,72.0,27.0,narrowleaf bedstraw,Plantae,0.05333333333333334,0.04181998476045477,0.11734560582134856,0.28688702,0.17415243,0.16139004,0.13915473566742553,0.09039809760131927,0,Low (<30%),Elliott Chaparral,Mission Trails
140,Agrostis pallens,222.0,12.73808479309082,149.23873901367188,0.1144741475582122,52.0,0.0,187.0,44.0,73.0,27.0,seashore bentgrass,Plantae,0.18666666666666668,0.149187402870027,0.40647002043225805,0.009522787,0.07139057,0.007881049,0.13851974925684468,0.14996151860332252,0,Low (<30%),Elliott Chaparral,Mission Trails
141,Dytiscidae,236.5,6.2270307540893555,209.08580017089844,0.12181958928704256,21.5,1.0,186.0,43.5,73.5,28.0,Predaceous Diving Beetles,Insecta,0.18333333333333332,0.2047683338776937,0.393555245866195,0.0027183406,0.028207855,0.012124047,0.13745119261085767,0.15363593075988366,0,Low (<30%),Elliott Chaparral,Mission Trails
142,Myrtales,199.0,15.051992416381836,25.45467567443848,0.1274753808975219,52.0,0.0,186.0,44.0,73.0,25.0,"myrtles, evening primroses, and allies",Plantae,0.08666666666666667,0.11815562901975028,0.32583749349667557,0.03832309,0.20293663,0.031562153,0.13391361105580338,0.11286532761454438,0,Low (<30%),Elliott Chaparral,Mission Trails
143,Entomophthora muscae,199.0,15.051992416381836,25.45467567443848,0.1274753808975219,52.0,0.0,186.0,44.0,73.0,25.0,Fly Death Fungi,Fungi,0.08666666666666667,0.11815562901975028,0.32583749349667557,0.03832309,0.20293663,0.031562153,0.13391361105580338,0.11286532761454438,0,Low (<30%),Elliott Chaparral,Mission Trails
144,Ichneumonoidea,161.0,4.805944323539734,194.38855743408203,0.1384920328855514,52.0,0.0,170.0,45.0,73.0,26.0,Ichneumonid and Braconid Wasps,Insecta,0.06333333333333334,0.12178747476375329,0.08643228606045233,0.006520701,0.036189366,0.48435858,0.1331036233860937,0.17661812793750864,0,Low (<30%),Elliott Chaparral,Mission Trails
145,Persicaria,164.0,2.181286931037903,126.71979522705078,0.1181041486561298,22.0,43.0,172.0,42.0,73.5,29.5,"knotweeds, smartweeds, and waterpeppers",Plantae,0.11666666666666667,0.08442122919125003,0.1396793810122374,0.026356608,0.4120733,0.018916713,0.13301898530157782,0.1448730553929229,0,Low (<30%),Elliott Chaparral,Mission Trails
146,Rhantus,158.5,6.553255319595337,225.7484359741211,0.13978283852338785,37.0,0.5,186.0,43.0,73.0,28.5,,Insecta,0.16666666666666666,0.19857047038124068,0.17997376177249805,0.06325646,0.08796618,0.10027531,0.13278480758333291,0.05586107679469,0,Low (<30%),Elliott Chaparral,Mission Trails
147,Anser,163.0,3.704791784286499,180.0,0.1219239011406898,23.0,21.0,172.0,43.0,68.0,26.0,Grey Geese,Aves,0.06,0.06801609140163752,0.09720203346913905,0.13433181,0.4118498,0.022416417,0.13230269094876437,0.14199873037698008,0,Low (<30%),Elliott Chaparral,Mission Trails
