rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
1569,Paralabrax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Actinopterygii,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1570,Paralabrax nebulifer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barred Sand Bass,Actinopterygii,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1571,Paralaoma servilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinhead Spot Snail,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1572,Paralichthys californicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California Halibut,Actinopterygii,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1573,Paranthrene robiniae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Poplar Clearwing Moth,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1574,Parapholis cylindrica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barb Grass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1575,Paraprosopis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1576,Paratiphia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1577,Paravaejovis puritanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1578,Paravilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1579,Paravilla californica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1580,Parietaria hespera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rillita pellitory,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1581,Parietaria judaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pellitory-of-the-wall,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1582,Parkesia noveboracensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northern Waterthrush,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1583,Parmelioideae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,typical shield lichens,Fungi,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1584,Paruroctonus silvestrii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California common scorpion,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1585,Paspalum dilatatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dallis grass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1586,Passerella iliaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fox Sparrow,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1587,Passerellidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New World Sparrows,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1588,Passerina amoena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lazuli Bunting,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1589,Passerina caerulea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue Grosbeak,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1590,Patiria miniata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bat Star,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1591,Pavo cristatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indian Peafowl,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1592,Pectinidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scallops,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1593,Pectocarya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combseeds,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1594,Pectocarya linearis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagebrush combseed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1595,Pectocarya linearis ferocula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,narrow-toothed pectocarya,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1596,Pelecaniformes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pelicans, Herons, and Allies",Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1597,Pelecanus erythrorhynchos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,American White Pelican,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1598,Pellaea andromedifolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coffee Fern,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1599,Pelochrista ridingsana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snakeweed Borer Moth and Allies,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1600,Pelochrista sandiego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1601,Penaeidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Penaeid Prawns,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1602,Penstemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beardtongues,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1603,Penstemon spectabilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Showy Penstemon,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1604,Pentacora sphacelata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1605,Pentagramma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1606,Pentagramma glanduloviscida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Diego Silverback Fern,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1607,Pentatomidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stink Bugs,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1608,Pentatominae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1609,Pentatomoidea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stink Bugs, Shield Bugs, and Allies",Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1610,Penthaleus major,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue Oat Mite,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1611,Pepsinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1612,Pepsini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarantula-hawk Wasps and Allies,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1613,Pepsis mildei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milde's Tarantula-hawk Wasp,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1614,Pepsis thisbe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thisbe's Tarantula-hawk Wasp,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1615,Perdita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fairy Bees,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1616,Perdita rhois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhus Fairy Bee,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1617,Perennes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Common Glassworts,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1618,Peridroma saucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Variegated Cutworm Moth,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1619,Peristichia pedroana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1620,Perityle emoryi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emory's rockdaisy,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1621,Perizoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rivulets,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1622,Perognathinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pocket Mice,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1623,Peromyscus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North American Deer Mice,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1624,Peromyscus gambelii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambel's Deer Mouse,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1625,Persicaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"knotweeds, smartweeds, and waterpeppers",Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1626,Persicaria hydropiperoides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swamp smartweed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1627,Persicaria lapathifolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pale smartweed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1628,Petrochelidon pyrrhonota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cliff Swallow,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1629,Petrolisthes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1630,Petrolisthes cabrilloi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cabrillo Porcelain Crab,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1631,Peucetia longipalpis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesser Green Lynx Spider,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1632,Pezizomycotina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sac Fungi and Lichens,Fungi,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1633,Phacelia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scorpionweeds,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1634,Phacelia cicutaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caterpillar scorpionweed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1635,Phacelia cicutaria hispida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caterpillar phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1636,Phacelia distans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distant phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1637,Phacelia parryi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parry's phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1638,Phacelia ramosissima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branching phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1639,Phacelia ramosissima austrolitoralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Coast Branching Phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1640,Phacelia tanacetifolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lacy phacelia,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1641,Phalaris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canarygrasses,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1642,Phalaris aquatica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harding grass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1643,Phalaris minor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesser Canary Grass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1644,Phalaropus fulicarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red Phalarope,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1645,Phalaropus tricolor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wilson's Phalarope,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1646,Phaleria debilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1647,Phasianus colchicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ring-necked Pheasant,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1648,Phenacoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1649,Phereoeca praecox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1650,Pheucticus melanocephalus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black-headed Grosbeak,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1651,Phidippus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1652,Phidippus johnsoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson's Jumping Spider,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1653,Phidippus nikites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
